frame_id,invalid_pixel_count,invalid_bbox_u_min,invalid_bbox_u_max,invalid_bbox_v_min,invalid_bbox_v_max,invalid_centroid_u,invalid_centroid_v,prod_rect_xl,prod_rect_zt,prod_rect_xr,prod_rect_zb,prod_rect_area_m2,prod_rect_cell_count,min_depth_rect_xl,min_depth_rect_zt,min_depth_rect_xr,min_depth_rect_zb,min_depth_rect_area_m2,min_depth_rect_cell_count,median_adjacent_depth_value_m,median_adjacent_rect_xl,median_adjacent_rect_zt,median_adjacent_rect_xr,median_adjacent_rect_zb,median_adjacent_rect_area_m2,median_adjacent_rect_cell_count,goal_corridor_overlap_prod,goal_corridor_overlap_min_depth,goal_corridor_overlap_median_adjacent,adjacent_valid_pixel_count,production_consistency_check_ok
0,8,5,6,4,7,5.5,5.5,-0.075,0.75,0.0,0.05,0.0525,45,-0.005,0.05,0.0,0.05,0.0,2,0.4000000059604645,-0.04000000059604645,0.4000000059604645,0.0,0.4000000059604645,0.0,4,3,0,1,16,True
